,,Predorsal Bundle    UBERON:0002754,,Second Sacral Spinal Cord Segment    UBERON:0006461,,,,,,,,,,,,,,,,,Nerve Innervating Pinna    UBERON:0035648,,Dorsal Nucleus Of Lateral Lemniscus    UBERON:0003006,,"Anteromedial Visual Area, Layer 5 (Mba)    MBA:433",anterior commissure-intrabulbar part (paxrat)    PAXRAT:77,Medial Longitudinal Bundle (Bercat)    BERCAT:90,Pelvic Ganglion    UBERON:0016508
,,Pyramid Of Medulla Oblongata    UBERON:0005159,,Second Thoracic Spinal Cord Segment    UBERON:0006458,,,,,,,,,,,,,,,,,Nerve Of Abdominal Segment    UBERON:0003825,,Medial Longitudinal Fasciculus Of Pons    UBERON:0002794,,"Anteromedial Visual Area, Layer 6A (Mba)    MBA:1046",anterior commissure-posterior part (paxrat)    PAXRAT:78,Medial Mamillary Nucleus (Bercat)    BERCAT:91,Pleural Ganglion    UBERON:0008941
,,Pyramidal Decussation    UBERON:0002755,,Seventh Thoracic Spinal Cord Segment    UBERON:0006455,,,,,,,,,,,,,,,,,Nerve Of Cervical Vertebra    UBERON:0000962,,Tectopontine Tract    UBERON:0002930,,"Anteromedial Visual Area, Layer 6B (Mba)    MBA:441",anterior cortical amygdaloid nucleus (paxrat)    PAXRAT:79,Medial Nucleus Of The Solitary Tract (Bercat)    BERCAT:92,Posterior Lateral Line Ganglion    UBERON:2001314
,,Retrotrapezoid Nucleus    UBERON:0009918,,Sixth Cervical Spinal Cord Segment,,,,,,,,,,,,,,,,,Nerve Of Clitoris    UBERON:0035650,,Principal Sensory Nucleus Of Trigeminal Nerve    UBERON:0002597,,Anteroventral Nucleus Of Thalamus (Mba)    MBA:255,anterior hypothalamic area (paxrat)    PAXRAT:80,Medial Nucleus Of The Superior Olive (Bercat)    BERCAT:93,Prevertebral Ganglion    UBERON:0003964
,,Roof Plate Of Medulla Oblongata    UBERON:0003303,,Sixth Thoracic Spinal Cord Segment    UBERON:0006454,,,,,,,,,,,,,,,,,Nerve Of Head Region    UBERON:0011779,,Medial Lemniscus Of Pons    UBERON:0002958,,Anteroventral Periventricular Nucleus (Mba)    MBA:272,anterior hypothalamic area-anterior part (paxrat)    PAXRAT:81,Medial Pretectal Area (Bercat)    BERCAT:94,Profundal Part Of Trigeminal Ganglion Complex    UBERON:0035599
,,Root Of Abducens Nerve    UBERON:0002786,,Spinal Cord Commissure    UBERON:0008882,,,,,,,,,,,,,,,,,Nerve Of Penis    UBERON:0035649,,Facial Motor Nucleus    UBERON:0003011,,Anteroventral Preoptic Nucleus (Mba)    MBA:263,anterior hypothalamic area-central part (paxrat)    PAXRAT:82,Medial Vestibular Nucleus (Bercat)    BERCAT:95,Pterygopalatine Ganglion    UBERON:0003962
,,Rostral Portion Of The Medial Accessory Olive    UBERON:0024043,,Spinal Cord Dorsal White Commissure    UBERON:0007840,,,,,,,,,,,,,,,,,Nerve Of Thoracic Segment    UBERON:0003824,,Dorsal Acoustic Stria    UBERON:0002790,,Arcuate Hypothalamic Nucleus (Mba)    MBA:223,anterior hypothalamic area-posterior part (paxrat)    PAXRAT:83,Mediodorsal Nucleus Of The Thalamus (Bercat)    BERCAT:96,Sensory Ganglion    UBERON:0001800
,,Rostral Ventrolateral Medulla    UBERON:0005807,,Spinal Cord Gray Commissure    UBERON:0004677,,,,,,,,,,,,,,,,,Nerve Of Trunk Region    UBERON:0003439,,Ventral Acoustic Stria    UBERON:0003046,,Area Postrema (Mba)    MBA:207,anterior lobe of pituitary (paxrat)    PAXRAT:84,Mesencephalic Trigeminal Nucleus (Bercat)    BERCAT:97,Sublingual Ganglion    UBERON:0005407
,,Rubrospinal Tract    UBERON:0002714,,Spinal Cord Lateral Horn    UBERON:0004676,,,,,,,,,,,,,,,,,Nerve Of Tympanic Cavity    UBERON:0004116,,Pontine Reticular Formation    UBERON:0002573,,Area Prostriata (Mba)    MBA:484682508,anterior olfactory nucleus-dorsal part (paxrat)    PAXRAT:85,Molecular Layer (Bercat)    BERCAT:98,Submandibular Ganglion    UBERON:0002059
,,Sensory Root Of Facial Nerve    UBERON:0001699,,Spinal Cord Reticular Nucleus    UBERON:0006319,,,,,,,,,,,,,,,,,Nerve To Quadratus Femoris    UBERON:0034984,,Uncinate Fasciculus    UBERON:0003044,,Auditory Areas (Mba)    MBA:247,anterior olfactory nucleus-external part (paxrat)    PAXRAT:86,Motor Trigeminal Nucleus (Bercat)    BERCAT:99,Superior Cervical Ganglion    UBERON:0001989
,,Solitary Tract Nuclear Complex    UBERON:0002126,,Spinal Cord Segment    UBERON:0005844,,,,,,,,,,,,,,,,,Nerve To Stylohyoid From Facial Nerve    UBERON:0011316,,Lateral Lemniscus    UBERON:0002953,,Barrington'S Nucleus (Mba)    MBA:280,anterior olfactory nucleus-lateral part (paxrat)    PAXRAT:87,"Motor Trigeminal Nucleus, Dorsal Division (Bercat)    BERCAT:100",Superior Glossopharyngeal Ix Ganglion    UBERON:0005361
,,Solitary Tract    UBERON:0002718,,Spinal Cord Ventral Commissure    UBERON:0004170,,,,,,,,,,,,,,,,,Nerve To Stylopharyngeus From Glossopharyngeal Nerve    UBERON:0011317,,Spinal Trigeminal Tract Of Pons    UBERON:0002800,,Basic Cell Groups And Regions (Mba)    MBA:8,anterior olfactory nucleus-medial part (paxrat)    PAXRAT:88,"Motor Trigeminal Nucleus, Ventral Division (Bercat)    BERCAT:101",Superior Mesenteric Ganglion    UBERON:0005479
,,Spinal Nucleus Of Trigeminal Nerve    UBERON:0001717,,Spinal Cord White Commissure    UBERON:0007838,,,,,,,,,,,,,,,,,Nerve    UBERON:0001021,,Superior Salivatory Nucleus    UBERON:0002149,,Basolateral Amygdalar Nucleus (Mba)    MBA:295,anterior olfactory nucleus-posterior part (paxrat)    PAXRAT:89,Motor Trigeminal Tract (Bercat)    BERCAT:102,Superior Vagus X Ganglion    UBERON:0005364
,,Spinal Trigeminal Tract Of Medulla    UBERON:0002715,,Substantia Gelatinosa Of Cervical Spinal Cord Dorsal Horn    UBERON:0014623,,,,,,,,,,,,,,,,,Obturator Nerve    UBERON:0005465,,Pontine Raphe Nucleus    UBERON:0002047,,"Basolateral Amygdalar Nucleus, Anterior Part (Mba)    MBA:303",anterior olfactory nucleus-ventral part (paxrat)    PAXRAT:90,Nucleus Ambiguus (Bercat)    BERCAT:103,Supraesophageal Ganglion    UBERON:6003626
,,Spino-Olivary Tract    UBERON:0002719,,Substantia Gelatinosa Of Lumbar Spinal Cord Dorsal Horn    UBERON:0014633,,,,,,,,,,,,,,,,,Oculomotor Nerve    UBERON:0001643,,Superior Medullary Velum    UBERON:0002659,,"Basolateral Amygdalar Nucleus, Posterior Part (Mba)    MBA:311",anterior olfactory nucleus-ventroposterior part (paxrat)    PAXRAT:91,Nucleus Caeruleus (Bercat)    BERCAT:104,Sympathetic Ganglion    UBERON:0001806
,,Spinothalamic Tract Of Medulla    UBERON:0002944,,Substantia Gelatinosa Of Thoracic Spinal Cord Dorsal Horn    UBERON:0014612,,,,,,,,,,,,,,,,,Olfactory Nerve    UBERON:0001579,,Locus Ceruleus    UBERON:0002148,,"Basolateral Amygdalar Nucleus, Ventral Part (Mba)    MBA:451",anterior perifornical nucleus (paxrat)    PAXRAT:92,Nucleus Centrum Medianum (Bercat)    BERCAT:105,Thoracic Ganglion    UBERON:0000961
,,Sublingual Nucleus    UBERON:0002881,,Substantia Gelatinosa    UBERON:0002181,,,,,,,,,,,,,,,,,Ophthalmic Nerve    UBERON:0000348,,Motor Nucleus Of Trigeminal Nerve    UBERON:0002633,,Basomedial Amygdalar Nucleus (Mba)    MBA:319,anterior pretectal nucleus (paxrat)    PAXRAT:93,Nucleus Incertus (Bercat)    BERCAT:106,Trigeminal Ganglion    UBERON:0001675
,,Superior Reticular Formation Medial Column    UBERON:2000593,,Tenth Thoracic Spinal Cord Segment    UBERON:0006466,,,,,,,,,,,,,,,,,Oral Ramule    UBERON:3010794,,Superior Olivary Complex    UBERON:0002128,,"Basomedial Amygdalar Nucleus, Anterior Part (Mba)    MBA:327",anterior pretectal nucleus-dorsal part (paxrat)    PAXRAT:94,Nucleus Intercalatus (Bercat)    BERCAT:107,Trunk Ganglion    UBERON:0007134
,,Superior Reticular Formation    UBERON:0004166,,Third Cervical Spinal Cord Segment,,,,,,,,,,,,,,,,,Palmar Branch Of Median Nerve    UBERON:0016430,,Ventral Trigeminal Tract    UBERON:0002549,,"Basomedial Amygdalar Nucleus, Posterior Part (Mba)    MBA:334",anterior pretectal nucleus-ventral part (paxrat)    PAXRAT:95,"Nucleus Interpositus, Anterior Division (Bercat)    BERCAT:108",Vagal Ganglion 1    UBERON:2001302
,,Superior Salivatory Nucleus    UBERON:0002149,,Third Lumbar Spinal Cord Segment    UBERON:0006449,,,,,,,,,,,,,,,,,Palpebral Branch Of Infra-Orbital Nerve    UBERON:0022297,,Ventral Nucleus Of Lateral Lemniscus    UBERON:0002604,,Bed Nuclei Of The Stria Terminalis (Mba)    MBA:351,anterior spinal artery (paxrat)    PAXRAT:96,"Nucleus Interpositus, Posterior Division (Bercat)    BERCAT:109",Vagal Ganglion 2    UBERON:2001303
,,Supraspinal Nucleus    UBERON:0002882,,Third Sacral Spinal Cord Segment    UBERON:0006462,,,,,,,,,,,,,,,,,Parasympathetic Nerve    UBERON:0004293,,Trigeminal Nerve Root    UBERON:0004673,,"Bed Nuclei Of The Stria Terminalis, Anterior Division (Mba)    MBA:359",anterior tegmental nucleus (paxrat)    PAXRAT:97,Nucleus Of Darkschewitsch (Bercat)    BERCAT:110,Vagal Ganglion 3    UBERON:2001304
,,Tectobulbar Tract    UBERON:0002164,,Third Thoracic Spinal Cord Segment    UBERON:0006459,,,,,,,,,,,,,,,,,Pedal Digit Nerve    UBERON:0003435,,Facial Nerve Root    UBERON:0004674,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Anterolateral Area (Mba)    MBA:537",anterodorsal preoptic nucleus (paxrat)    PAXRAT:98,"Nucleus Of The Accessory Optic Tract, Basal Division (Bercat)    BERCAT:111",Vagal Ganglion 4    UBERON:2001305
,,Vagal Nerve Fiber Bundle    UBERON:0006116,,Thoracic Spinal Cord Dorsal Column    UBERON:0005839,,,,,,,,,,,,,,,,,Pelvic Splanchnic Nerve    UBERON:0018675,,Medulla Oblongata    UBERON:0001896,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Anteromedial Area (Mba)    MBA:498",anterodorsal thalamic nucleus (paxrat)    PAXRAT:99,"Nucleus Of The Accessory Optic Tract, Dorsal Division (Bercat)    BERCAT:112",Vagus X Ganglion    UBERON:0005362
,,Vallecula Of Cerebellum    UBERON:0013166,,Thoracic Spinal Cord Dorsal Horn    UBERON:0014609,,,,,,,,,,,,,,,,,Pelvis Nerve    UBERON:0003444,,Inferior Olivary Complex    UBERON:0002127,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Dorsomedial Nucleus (Mba)    MBA:505",anteromedial thalamic nucleus (paxrat)    PAXRAT:100,"Nucleus Of The Accessory Optic Tract, Lateral Division (Bercat)    BERCAT:113",Ventral Anterior Lateral Line Ganglion    UBERON:2001313
,,Ventral Cochlear Nucleus    UBERON:0002828,,Thoracic Spinal Cord Gray Commissure    UBERON:0026293,,,,,,,,,,,,,,,,,Perineal Nerve    UBERON:0011391,,Medullary Raphe Nuclear Complex    UBERON:0002692,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Fusiform Nucleus (Mba)    MBA:513",anteromedial thalamic nucleus-ventral part (paxrat)    PAXRAT:101,Nucleus Of The Brachium Of The Inferior Colliculus (Bercat)    BERCAT:114,Vertebral Ganglion    UBERON:0000408
,,Ventral External Arcuate Fiber Bundle    UBERON:0006097,,Thoracic Spinal Cord Gray Matter    UBERON:0014636,,,,,,,,,,,,,,,,,Pes Nerve    UBERON:0003445,,Accessory Nerve Root    UBERON:0014615,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Juxtacapsular Nucleus (Mba)    MBA:546",anterovent thalamic nucleus-dorsomedial part (paxrat)    PAXRAT:102,Nucleus Of The Fields Of Forel (Bercat)    BERCAT:115,Vestibulo-Cochlear Viii Ganglion Complex    UBERON:0013498
,,Ventrolateral Sulcus Of Medulla Oblongata    UBERON:0008335,,Thoracic Spinal Cord Lateral Column    UBERON:0005847,,,,,,,,,,,,,,,,,Pharyngeal Branch Of Vagus Nerve    UBERON:0000929,,Nucleus Of Solitary Tract    UBERON:0009050,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Magnocellular Nucleus (Mba)    MBA:521",anteroventral periventricular nucleus (paxrat)    PAXRAT:103,Nucleus Of The Optic Tract (Bercat)    BERCAT:116,Vestibulocochlear Ganglion    UBERON:0002827
,,Vestibular Nucleus    UBERON:0007228,,Thoracic Spinal Cord Lateral Horn    UBERON:0014607,,,,,,,,,,,,,,,,,Phrenic Nerve    UBERON:0001884,,Hypoglossal Nerve Root    UBERON:0004675,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Oval Nucleus (Mba)    MBA:554",anteroventral thalamic nucleus (paxrat)    PAXRAT:104,Nucleus Of The Posterior Commissure (Bercat)    BERCAT:117
,,Visceromotor Column    UBERON:2000611,,Thoracic Spinal Cord Ventral Column    UBERON:0005852,,,,,,,,,,,,,,,,,Plantar Nerve    UBERON:0035109,,Vestibular Nuclear Complex    UBERON:0002673,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Rhomboid Nucleus (Mba)    MBA:562",anteroventral thalamic nucleus-ventrolateral part (paxrat)    PAXRAT:105,Nucleus Of The Trapezoid Body (Bercat)    BERCAT:118
,,,,Thoracic Spinal Cord Ventral Commissure    UBERON:0007837,,,,,,,,,,,,,,,,,Posterior Auricular Nerve    UBERON:0035647,,Medullary Reticular Formation    UBERON:0002559,,"Bed Nuclei Of The Stria Terminalis, Anterior Division, Ventral Nucleus (Mba)    MBA:529",aqueduct (paxrat)    PAXRAT:106,Nucleus Praepositus Hypoglossi (Bercat)    BERCAT:119
,,,,Thoracic Spinal Cord Ventral Horn    UBERON:0014610,,,,,,,,,,,,,,,,,Posterior Lateral Line Nerve (Plln)    UBERON:3010115,,Root Of Vagus Nerve    UBERON:0011213,,"Bed Nuclei Of The Stria Terminalis, Posterior Division (Mba)    MBA:367",arcuate hypothalamic nucleus (paxrat)    PAXRAT:107,Nucleus Sagulum (Bercat)    BERCAT:120
,,,,Thoracic Spinal Cord White Matter    UBERON:0014637,,,,,,,,,,,,,,,,,Posterior Lateral Line Nerve    UBERON:2000175,,White Matter Of Medulla Oblongata    UBERON:0014649,,"Bed Nuclei Of The Stria Terminalis, Posterior Division, Dorsal Nucleus (Mba)    MBA:569",arcuate hypothalamic nucleus-dorsal part (paxrat)    PAXRAT:108,Oculomotor Nerve (Bercat)    BERCAT:121
,,,,Thoracic Spinal Cord    UBERON:0003038,,,,,,,,,,,,,,,,,Posterior Superior Alveolar Nerve    UBERON:0018401,,Cochlear Nuclear Complex    UBERON:0002610,,"Bed Nuclei Of The Stria Terminalis, Posterior Division, Interfascicular Nucleus (Mba)    MBA:585",arcuate hypothalamic nucleus-lateral part (paxrat)    PAXRAT:109,Oculomotor Nucleus (Bercat)    BERCAT:122
,,,,Thoracic Subsegment Of Spinal Cord    UBERON:0007715,,,,,,,,,,,,,,,,,Preopercular Ramule    UBERON:3010795,,Glossopharyngeal Nerve Root    UBERON:0019310,,"Bed Nuclei Of The Stria Terminalis, Posterior Division, Principal Nucleus (Mba)    MBA:578",arcuate hypothalamic nucleus-lateroposterior part (paxrat)    PAXRAT:110,Optic Radiation (Bercat)    BERCAT:123
,,,,Tract Of Spinal Cord    UBERON:0007699,,,,,,,,,,,,,,,,,Pterygopalatine Nerve    UBERON:0034725,,Accessory Xi Nerve Nucleus    UBERON:0020358,,"Bed Nuclei Of The Stria Terminalis, Posterior Division, Strial Extension (Mba)    MBA:602",arcuate hypothalamic nucleus-medial part (paxrat)    PAXRAT:111,Optic Tract (Bercat)    BERCAT:124
,,,,Twelfth Thoracic Spinal Cord Segment    UBERON:0006468,,,,,,,,,,,,,,,,,Pudendal Nerve    UBERON:0011390,,Accessory Cuneate Nucleus    UBERON:0002864,,"Bed Nuclei Of The Stria Terminalis, Posterior Division, Transverse Nucleus (Mba)    MBA:594",arcuate hypothalamic nucleus-medial posterior part (paxrat)    PAXRAT:112,Parabigeminal Nucleus (Bercat)    BERCAT:125
,,,,Ventral Commissural Nucleus Of Spinal Cord    UBERON:0034771,,,,,,,,,,,,,,,,,Radial Nerve    UBERON:0001492,,Accessory Nerve Fiber Bundle    UBERON:0006117,,Bed Nucleus Of The Accessory Olfactory Tract (Mba)    MBA:292,area postrema (paxrat)    PAXRAT:113,Parafascicular Nucleus (Bercat)    BERCAT:126
,,,,Ventral Corticospinal Tract    UBERON:0002760,,,,,,,,,,,,,,,,,Ramule Palatinus    UBERON:3010665,,Anterior Spinocerebellar Tract    UBERON:0002987,,Bed Nucleus Of The Anterior Commissure (Mba)    MBA:287,artery (paxrat)    PAXRAT:114,Paralemniscal Tegmental Field (Bercat)    BERCAT:127
,,,,Ventral Gray Commissure Of Spinal Cord    UBERON:0014630,,,,,,,,,,,,,,,,,Ramules Cutaneous    UBERON:3010668,,Anteroventral Cochlear Nucleus    UBERON:0002830,,Brain Stem (Mba)    MBA:343,ascending fibers of the facial nerve (paxrat)    PAXRAT:115,Paramedian Interpeduncular Nucleus (Bercat)    BERCAT:128
,,,,Ventral Horn Of Spinal Cord    UBERON:0002257,,,,,,,,,,,,,,,,,Ramules Nasalis Lateralis    UBERON:3010652,,Area Postrema    UBERON:0002162,,Caudoputamen (Mba)    MBA:672,azygous anterior cerebral artery (paxrat)    PAXRAT:116,Paramedian Reticular Nucleus (Bercat)    BERCAT:129
,,,,Ventral Nerve Root Of Lumbar Spinal Cord    UBERON:0024382,,,,,,,,,,,,,,,,,Ramulus Suprabranchialis Anterior    UBERON:3010798,,Caudal Part Of Spinal Trigeminal Nucleus    UBERON:0002866,,Central Amygdalar Nucleus (Mba)    MBA:536,azygous pericallosal artery (paxrat)    PAXRAT:117,Periaqueductal Gray (Bercat)    BERCAT:130
,,,,Ventral Nerve Root Of Sacral Spinal Cord    UBERON:0023623,,,,,,,,,,,,,,,,,Ramulus Suprabranchialis Posterior    UBERON:3010799,,Central Gray Substance Of Medulla    UBERON:0002867,,"Central Amygdalar Nucleus, Capsular Part (Mba)    MBA:544",basal nucleus (Meynert) (paxrat)    PAXRAT:121,Pericentral Nucleus Of The Inferior Colliculus (Bercat)    BERCAT:131
,,,,Ventral Nerve Root Of Thoracic Spinal Cord    UBERON:0014617,,,,,,,,,,,,,,,,,Ramus Auricularis Of The Vagus Nerve    UBERON:3010740,,Central Medullary Reticular Nuclear Complex    UBERON:0035940,,"Central Amygdalar Nucleus, Lateral Part (Mba)    MBA:551",basal nucleus-compact part (paxrat)    PAXRAT:122,Pes Pedunculi (Bercat)    BERCAT:132
,,,,White Matter Of Spinal Cord    UBERON:0002318,,,,,,,,,,,,,,,,,Ramus Buccal    UBERON:3010759,,Cochlear Nucleus    UBERON:0001720,,"Central Amygdalar Nucleus, Medial Part (Mba)    MBA:559",basilar artery (paxrat)    PAXRAT:123,Pineal Body (Bercat)    BERCAT:133
,,,,Lamina Iii Of Gray Matter Of Spinal Cord    UBERON:0016574,,,,,,,,,,,,,,,,,Ramus Lateral    UBERON:3010801,,Commissural Nucleus Of Vagus Nerve    UBERON:0002868,,Central Lateral Nucleus Of The Thalamus (Mba)    MBA:575,basolateral amygdaloid nucleus (paxrat)    PAXRAT:124,Polymorph Layer (Bercat)    BERCAT:134
,,,,Lamina Iv Of Gray Matter Of Spinal Cord    UBERON:0016575,,,,,,,,,,,,,,,,,Ramus Mandibularis Externus    UBERON:3010765,,Cuneate Fasciculus Of Medulla    UBERON:0002642,,Central Linear Nucleus Raphe (Mba)    MBA:591,basolateral amygdaloid nucleus-anterior part (paxrat)    PAXRAT:125,"Pontine Gray, Dorsolateral Division (Bercat)    BERCAT:135"
,,,,Lamina Ix Of Gray Matter Of Spinal Cord    UBERON:0016580,,,,,,,,,,,,,,,,,Ramus Nasalis Internus    UBERON:3010661,,Cuneate Nucleus    UBERON:0002045,,Central Lobule (Mba)    MBA:920,basolateral amygdaloid nucleus-posterior part (paxrat)    PAXRAT:126,"Pontine Gray, Lateral Division (Bercat)    BERCAT:136"
,,,,Lamina Of Gray Matter Of Spinal Cord    UBERON:0016570,,,,,,,,,,,,,,,,,Ramus Palatinus    UBERON:3010722,,Cuneocerebellar Tract    UBERON:0002640,,Central Medial Nucleus Of The Thalamus (Mba)    MBA:599,basolateral amygdaloid nucleus-ventral part (paxrat)    PAXRAT:127,"Pontine Gray, Medial Division (Bercat)    BERCAT:137"
,,,,Lamina V Of Gray Matter Of Spinal Cord    UBERON:0016576,,,,,,,,,,,,,,,,,Ramus Superficial Ophthalmic    UBERON:3010757,,Decussation Of Medial Lemniscus    UBERON:0002643,,Cerebellar Cortex (Mba)    MBA:528,basomedial amygdaloid nucleus (paxrat)    PAXRAT:128,"Pontine Gray, Rostroventral Division (Bercat)    BERCAT:138"
,,,,Lamina Vi Of Gray Matter Of Spinal Cord    UBERON:0016577,,,,,,,,,,,,,,,,,Ramus Supraotic    UBERON:3010796,,Dorsal Cap Of Kooy    UBERON:0014286,,"Cerebellar Cortex, Purkinje Layer (Mba)    MBA:1145",basomedial amygdaloid nucleus-anterior part (paxrat)    PAXRAT:129,Posterior Commissure (Bercat)    BERCAT:139
,,,,Lamina Vii Of Gray Matter Of Spinal Cord    UBERON:0016578,,,,,,,,,,,,,,,,,Ramus Ventral    UBERON:3010804,,Dorsal Cochlear Nucleus Pyramidal Cell Layer    UBERON:0022320,,"Cerebellar Cortex, Granular Layer (Mba)    MBA:1143",basomedial amygdaloid nucleus-posterior part (paxrat)    PAXRAT:130,Posterior Complex (Bercat)    BERCAT:140
,,,,Lamina Viii Of Gray Matter Of Spinal Cord    UBERON:0016579,,,,,,,,,,,,,,,,,Recurrent Laryngeal Nerve    UBERON:0003716,,Dorsal Cochlear Nucleus    UBERON:0002829,,"Cerebellar Cortex, Molecular Layer (Mba)    MBA:1144",bed nucleus of stria terminalis-fusiform part (paxrat)    PAXRAT:131,"Posterior Interpeduncular Nucleus, Inner Division (Bercat)    BERCAT:141"
,,,,,,,,,,,,,,,,,,,,,Right Recurrent Laryngeal Nerve    UBERON:0011766,,Dorsal External Arcuate Fiber Bundle    UBERON:0006089,,Cerebellar Nuclei (Mba)    MBA:519,bed nucleus of stria terminalis-supracapsular division (paxrat)    PAXRAT:132,"Posterior Interpeduncular Nucleus, Outer Division (Bercat)    BERCAT:142"
,,,,,,,,,,,,,,,,,,,,,Sacral Nerve    UBERON:0009625,,Dorsal Longitudinal Fasciculus Of Medulla    UBERON:0002646,,Cerebellum (Mba)    MBA:512,bed nucleus of stria terminalis-supracapsular division-lateral part (paxrat)    PAXRAT:133,Posterior Pretectal Nucleus (Bercat)    BERCAT:143
,,,,,,,,,,,,,,,,,,,,,Sacral Splanchnic Nerve    UBERON:0018684,,Dorsal Motor Nucleus Of Vagus Nerve    UBERON:0002870,,Cerebral Cortex (Mba)    MBA:688,bed nucleus of stria terminalis-supracapsular division-medial part (paxrat)    PAXRAT:134,Posteroventral Cochlear Nucleus (Bercat)    BERCAT:144
,,,,,,,,,,,,,,,,,,,,,Saphenous Nerve    UBERON:0002475,,Dorsal Paramedian Reticular Nucleus    UBERON:0016827,,Cerebral Nuclei (Mba)    MBA:623,bed nucleus of stria terminalis-supracapsular part (paxrat)    PAXRAT:135,Postpyramidal Nucleus Of The Raphe (Bercat)    BERCAT:145
,,,,,,,,,,,,,,,,,,,,,Sciatic Nerve    UBERON:0001322,,Dorsolateral Fasciculus Of Medulla    UBERON:0002649,,Cerebrum (Mba)    MBA:567,bed nucleus of the accessory olfactory tract (paxrat)    PAXRAT:136,Preolivary Nucleus (Bercat)    BERCAT:146
,,,,,,,,,,,,,,,,,,,,,Segmental Spinal Nerve    UBERON:0005197,,Dorsolateral Subnucleus Of Solitary Tract    UBERON:0026663,,Claustrum (Mba)    MBA:583,bed nucleus of the anterior commissure (paxrat)    PAXRAT:137,Presubicular Cortex (Bercat)    BERCAT:147
,,,,,,,,,,,,,,,,,,,,,Sensory Nerve    UBERON:0001027,,Dorsomedial Subnucleus Of Solitary Tract    UBERON:0026541,,Cochlear Nuclei (Mba)    MBA:607,bed nucleus of the stria terminalis (paxrat)    PAXRAT:138,Principal Nucleus Of The Inferior Olive (Bercat)    BERCAT:148
,,,,,,,,,,,,,,,,,,,,,Short Ciliary Nerve    UBERON:0022302,,Floor Plate Of Medulla Oblongata    UBERON:0003311,,"Cochlear Nucleus, Subpedunclular Granular Region (Mba)    MBA:560",bed nucleus of the stria terminalis-intermediate division (paxrat)    PAXRAT:139,Principal Nucleus Of The Medial Geniculate Body (Bercat)    BERCAT:149
,,,,,,,,,,,,,,,,,,,,,Shoulder Nerve    UBERON:0003436,,Glossopharyngeal Lobe    UBERON:2000517,,Copula Pyramidis (Mba)    MBA:1033,bed nucleus of the stria terminalis-intraamygdaloid division (paxrat)    PAXRAT:140,Principal Sensory Trigeminal Nucleus (Bercat)    BERCAT:150
,,,,,,,,,,,,,,,,,,,,,Spinal Nerve    UBERON:0001780,,Glossopharyngeal Nerve Fiber Bundle    UBERON:0006090,,"Copula Pyramidis, Purkinje Layer (Mba)    MBA:10685",bed nucleus of the stria terminalis-lateral division (paxrat)    PAXRAT:141,"Principal Sensory Trigeminal Nucleus, Dorsal Division (Bercat)    BERCAT:151"
,,,,,,,,,,,,,,,,,,,,,Splanchnic Nerve    UBERON:0003715,,Gracile Fasciculus Of Medulla    UBERON:0002653,,"Copula Pyramidis, Granular Layer (Mba)    MBA:10684",bed nucleus of the stria terminalis-lateral division-dorsal part (paxrat)    PAXRAT:142,"Principal Sensory Trigeminal Nucleus, Ventral Division (Bercat)    BERCAT:152"
,,,,,,,,,,,,,,,,,,,,,Superficial Fibular Nerve    UBERON:0035526,,Granular Cell Layer Of Dorsal Cochlear Nucleus    UBERON:0029009,,"Copula Pyramidis, Molecular Layer (Mba)    MBA:10686",bed nucleus of the stria terminalis-lateral division-intermediate part (paxrat)    PAXRAT:143,Pulvinar (Bercat)    BERCAT:153
,,,,,,,,,,,,,,,,,,,,,Superior Alveolar Nerve    UBERON:0018398,,Hilum Of Inferior Olivary Complex    UBERON:0008333,,Cortical Amygdalar Area (Mba)    MBA:631,bed nucleus of the stria terminalis-lateral division-juxtacapsular part (paxrat)    PAXRAT:144,Pyramidal Decussation (Bercat)    BERCAT:154
,,,,,,,,,,,,,,,,,,,,,Superior Branch Of Oculomotor Nerve    UBERON:0015162,,Inferior Cerebellar Peduncle    UBERON:0002163,,"Cortical Amygdalar Area, Anterior Part (Mba)    MBA:639",bed nucleus of the stria terminalis-lateral division-posterior part (paxrat)    PAXRAT:145,Pyramidal Layer (Bercat)    BERCAT:155
,,,,,,,,,,,,,,,,,,,,,Superior Laryngeal Nerve    UBERON:0011326,,Inferior Olivary Commissure    UBERON:0015250,,"Cortical Amygdalar Area, Anterior Part, Layer 1 (Mba)    MBA:192",bed nucleus of the stria terminalis-lateral division-ventral part (paxrat)    PAXRAT:146,Pyramidal Tract (Bercat)    BERCAT:156
,,,,,,,,,,,,,,,,,,,,,Sural Nerve    UBERON:0015488,,Inferior Olivary Nucleus    UBERON:0007244,,"Cortical Amygdalar Area, Anterior Part, Layer 2 (Mba)    MBA:200",bed nucleus of the stria terminalis-medial division (paxrat)    PAXRAT:147,Red Nucleus (Bercat)    BERCAT:157
